,Spacecraft,Start,Stop,Created
050426AP_SK_05116_05216.bsp,CASSINI,2005-04-26 11:04:46.000,2005-08-03 23:58:56.000,2005-04-26 11:10:14.000
050504R_SCPSE_05060_05081.bsp,CASSINI,2005-03-01 11:58:56.000,2005-03-22 00:58:56.000,2005-05-04 14:57:03.000
050505AP_PE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-05-02 09:08:00.000
050505AP_SCPSE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-05-03 07:04:33.000
050505AP_SE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-05-02 09:07:57.000
050505AP_SK_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-05-03 07:04:29.000
050506R_SCPSE_05081_05097.bsp,CASSINI,2005-03-22 00:58:56.000,2005-04-07 06:58:56.000,2005-05-05 09:00:15.000
050513AP_PE_05133_05162.bsp,CASSINI,2005-05-13 15:19:58.000,2005-06-11 12:00:00.000,2005-05-13 15:27:53.000
050513AP_SE_05133_05162.bsp,CASSINI,2005-05-13 15:19:58.000,2005-06-11 12:00:00.000,2005-05-13 15:27:54.000
050513BP_SCPSE_05133_05162.bsp,CASSINI,2005-05-13 15:19:58.000,2005-06-11 12:00:00.000,2005-05-13 15:27:52.000
050513BP_SK_05133_05162.bsp,CASSINI,2005-05-13 15:19:58.000,2005-06-11 12:00:00.000,2005-05-13 15:27:53.000
050513RB_SCPSE_05097_05114.bsp,CASSINI,2005-04-07 06:58:56.000,2005-04-24 11:58:56.000,2006-04-03 08:13:55.000
050513R_SCPSE_05097_05114.bsp,CASSINI,2005-04-07 06:58:56.000,2005-04-24 11:58:56.000,2005-05-18 13:28:20.000
050526AP_PE_05146_05180.bsp,CASSINI,2005-05-26 15:07:00.000,2005-06-29 11:58:56.000,2005-05-26 15:13:12.000
050526AP_SE_05146_05180.bsp,CASSINI,2005-05-26 15:07:00.000,2005-06-29 11:58:56.000,2005-05-26 15:13:13.000
050526BP_SCPSE_05146_05180.bsp,CASSINI,2005-05-26 15:07:00.000,2005-06-29 11:58:56.000,2005-05-26 15:13:09.000
050526BP_SK_05146_05180.bsp,CASSINI,2005-05-26 15:07:00.000,2005-06-29 11:58:56.000,2005-05-26 15:13:11.000
050527AP_PE_05147_05180.bsp,CASSINI,2005-05-27 08:41:57.000,2005-06-29 12:00:00.000,2005-05-27 08:50:16.000
050527AP_SE_05147_05180.bsp,CASSINI,2005-05-27 08:41:57.000,2005-06-29 12:00:00.000,2005-05-27 08:50:17.000
050527BP_SCPSE_05147_05180.bsp,CASSINI,2005-05-27 08:41:57.000,2005-06-29 12:00:00.000,2005-05-27 08:50:13.000
050527BP_SK_05147_05180.bsp,CASSINI,2005-05-27 08:41:57.000,2005-06-29 12:00:00.000,2005-05-27 08:50:15.000
050606R_SCPSE_05114_05132.bsp,CASSINI,2005-04-24 06:58:56.000,2005-05-12 11:58:56.000,2005-06-07 13:16:59.000
050615AP_RE_04002_09011.bsp,CASSINI-SUPER,2004-01-03 00:00:00.000,2009-01-12 00:00:00.000,2005-06-15 00:00:00.000
050616AP_PE_05167_05198.bsp,CASSINI,2005-06-16 13:14:29.000,2005-07-17 19:56:26.000,2005-06-16 13:20:29.000
050616AP_SCPSE_05167_05198.bsp,CASSINI,2005-06-16 13:14:29.000,2005-07-17 19:56:26.000,2005-06-16 13:20:22.000
050616AP_SE_05167_05198.bsp,CASSINI,2005-06-16 13:14:29.000,2005-07-17 19:56:26.000,2005-06-16 13:20:29.000
050616AP_SK_05167_05198.bsp,CASSINI,2005-06-16 13:14:29.000,2005-07-17 19:56:26.000,2005-06-16 13:20:24.000
050623R_SCPSE_05132_05150.bsp,CASSINI,2005-05-12 11:58:56.000,2005-05-30 11:58:56.000,2005-06-23 14:29:10.000
050707AP_PE_05188_05203.bsp,CASSINI,2005-07-07 15:00:03.000,2005-07-21 23:58:56.000,2005-07-07 15:03:44.000
050707AP_SCPSE_05188_05203.bsp,CASSINI,2005-07-07 15:00:03.000,2005-07-21 23:58:56.000,2005-07-07 15:03:41.000
050707AP_SE_05188_05203.bsp,CASSINI,2005-07-07 15:00:03.000,2005-07-21 23:58:56.000,2005-07-07 15:03:44.000
050707AP_SK_05188_05203.bsp,CASSINI,2005-07-07 15:00:03.000,2005-07-21 23:58:56.000,2005-07-07 15:03:42.000
050708R_SCPSE_05150_05169.bsp,CASSINI,2005-05-30 11:58:56.000,2005-06-18 11:58:56.000,2005-07-11 09:18:31.000
050720AP_PE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-07-13 09:47:42.000
050720AP_SCPSE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-07-18 07:37:22.000
050720AP_SE_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-07-13 09:47:40.000
050720AP_SK_05119_08222.bsp,CASSINI,2005-04-29 00:58:00.000,2008-08-08 23:58:56.000,2005-07-18 07:37:19.000
050721AP_PE_05202_05237.bsp,CASSINI,2005-07-21 10:06:46.000,2005-08-25 21:28:56.000,2005-07-21 10:14:26.000
050721AP_SCPSE_05202_05237.bsp,CASSINI,2005-07-21 10:06:46.000,2005-08-25 21:28:56.000,2005-07-21 10:14:18.000
050721AP_SE_05202_05237.bsp,CASSINI,2005-07-21 10:06:46.000,2005-08-25 21:28:56.000,2005-07-21 10:14:26.000
050721AP_SK_05202_05237.bsp,CASSINI,2005-07-21 10:06:46.000,2005-08-25 21:28:56.000,2005-07-21 10:14:20.000
050802AP_PE_05214_05237.bsp,CASSINI,2005-08-02 13:12:43.000,2005-08-25 21:28:56.000,2005-08-02 13:19:09.000
050802AP_SCPSE_05214_05237.bsp,CASSINI,2005-08-02 13:12:43.000,2005-08-25 21:28:56.000,2005-08-02 13:19:03.000
050802AP_SE_05214_05237.bsp,CASSINI,2005-08-02 13:12:43.000,2005-08-25 21:28:56.000,2005-08-02 13:19:09.000
050802AP_SK_05214_05237.bsp,CASSINI,2005-08-02 13:12:43.000,2005-08-25 21:28:56.000,2005-08-02 13:19:04.000
050802R_SCPSE_05169_05186.bsp,CASSINI,2005-06-18 11:58:56.000,2005-07-05 11:58:56.000,2005-08-02 08:52:45.000
050809AP_PE_05221_05238.bsp,CASSINI,2005-08-09 13:21:28.000,2005-08-25 23:58:56.000,2005-08-09 13:25:24.000
050809AP_SCPSE_05221_05238.bsp,CASSINI,2005-08-09 13:21:28.000,2005-08-25 23:58:56.000,2005-08-09 13:25:20.000
050809AP_SE_05221_05238.bsp,CASSINI,2005-08-09 13:21:28.000,2005-08-25 23:58:56.000,2005-08-09 13:25:24.000
050809AP_SK_05221_05238.bsp,CASSINI,2005-08-09 13:21:28.000,2005-08-25 23:58:56.000,2005-08-09 13:25:21.000
050816AP_PE_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:28.000
050816AP_SCPSE_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:24.000
050816AP_SE_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:28.000
050816AP_SK_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:25.000
050816BP_SCPSE_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:26.000
050816BP_SK_05228_05239.bsp,CASSINI,2005-08-16 04:58:56.000,2005-08-27 02:58:56.000,2005-08-16 17:36:27.000
050824AP_PE_05231_05253.bsp,CASSINI,2005-08-18 23:58:56.000,2005-09-10 21:28:56.000,2005-08-24 21:50:38.000
050824AP_SCPSE_05231_05253.bsp,CASSINI,2005-08-18 23:58:56.000,2005-09-10 21:28:56.000,2005-08-24 21:50:26.000
050824AP_SE_05231_05253.bsp,CASSINI,2005-08-18 23:58:56.000,2005-09-10 21:28:56.000,2005-08-24 21:50:38.000
050824AP_SK_05231_05253.bsp,CASSINI,2005-08-18 23:58:56.000,2005-09-10 21:28:56.000,2005-08-24 21:50:29.000
050825R_SCPSE_05186_05205.bsp,CASSINI,2005-07-05 11:58:56.000,2005-07-24 11:58:56.000,2005-08-25 11:22:26.000
050829AP_PE_05239_05253.bsp,CASSINI,2005-08-27 04:58:56.000,2005-09-10 21:28:56.000,2005-08-29 10:22:56.000
050829AP_SCPSE_05239_05253.bsp,CASSINI,2005-08-27 04:58:56.000,2005-09-10 21:28:56.000,2005-08-29 10:22:47.000
050829AP_SE_05239_05253.bsp,CASSINI,2005-08-27 04:58:56.000,2005-09-10 21:28:56.000,2005-08-29 10:22:56.000
050829AP_SK_05239_05253.bsp,CASSINI,2005-08-27 04:58:56.000,2005-09-10 21:28:56.000,2005-08-29 10:22:50.000
050902AP_PE_05245_05254.bsp,CASSINI,2005-09-02 19:21:17.000,2005-09-11 15:28:56.000,2005-09-02 19:26:01.000
050902AP_SCPSE_05245_05254.bsp,CASSINI,2005-09-02 19:21:17.000,2005-09-11 15:28:56.000,2005-09-02 19:25:52.000
050902AP_SE_05245_05254.bsp,CASSINI,2005-09-02 19:21:17.000,2005-09-11 15:28:56.000,2005-09-02 19:26:01.000
050902AP_SK_05245_05254.bsp,CASSINI,2005-09-02 19:21:17.000,2005-09-11 15:28:56.000,2005-09-02 19:25:54.000
050907R_SCPSE_05205_05225.bsp,CASSINI,2005-07-24 11:58:56.000,2005-08-13 00:58:56.000,2005-09-08 10:36:00.000
050909AP_PE_05248_05273.bsp,CASSINI,2005-09-04 23:58:56.000,2005-09-29 23:58:56.000,2005-09-09 17:46:55.000
050909AP_SE_05248_05273.bsp,CASSINI,2005-09-04 23:58:56.000,2005-09-29 23:58:56.000,2005-09-09 17:46:55.000
050909BP_SCPSE_05248_05273.bsp,CASSINI,2005-09-04 23:58:56.000,2005-09-29 23:58:56.000,2005-09-09 17:46:50.000
050909BP_SK_05248_05273.bsp,CASSINI,2005-09-04 23:58:56.000,2005-09-29 23:58:56.000,2005-09-09 17:46:52.000
050916AP_PE_05260_05273.bsp,CASSINI,2005-09-16 23:58:56.000,2005-09-29 23:58:56.000,2005-09-16 10:51:51.000
050916AP_SCPSE_05260_05273.bsp,CASSINI,2005-09-16 23:58:56.000,2005-09-29 23:58:56.000,2005-09-16 10:51:46.000
050916AP_SE_05260_05273.bsp,CASSINI,2005-09-16 23:58:56.000,2005-09-29 23:58:56.000,2005-09-16 10:51:51.000
050916AP_SK_05260_05273.bsp,CASSINI,2005-09-16 23:58:56.000,2005-09-29 23:58:56.000,2005-09-16 10:51:47.000
050922AP_PE_05264_05273.bsp,CASSINI,2005-09-21 11:58:56.000,2005-09-29 23:58:56.000,2005-09-22 11:59:51.000
050922AP_SE_05264_05273.bsp,CASSINI,2005-09-21 11:58:56.000,2005-09-29 23:58:56.000,2005-09-22 11:59:51.000
050922BP_SCPSE_05264_05273.bsp,CASSINI,2005-09-21 11:58:56.000,2005-09-29 23:58:56.000,2005-09-22 11:59:49.000
050922BP_SK_05264_05273.bsp,CASSINI,2005-09-21 11:58:56.000,2005-09-29 23:58:56.000,2005-09-22 11:59:50.000
050922R_SCPSE_05225_05245.bsp,CASSINI,2005-08-13 00:58:56.000,2005-09-02 00:58:56.000,2005-09-22 07:43:43.000
050923AP_RE_04002_09011.bsp,CASSINI-SUPER,2004-01-03 00:00:00.000,2009-01-12 00:00:00.000,2005-09-23 00:00:00.000
050927AP_PE_05266_05287.bsp,CASSINI,2005-09-23 11:58:56.000,2005-10-14 11:58:56.000,2005-09-27 10:12:49.000
050927AP_SCPSE_05266_05287.bsp,CASSINI,2005-09-23 11:58:56.000,2005-10-14 11:58:56.000,2005-09-27 10:12:42.000
050927AP_SE_05266_05287.bsp,CASSINI,2005-09-23 11:58:56.000,2005-10-14 11:58:56.000,2005-09-27 10:12:49.000
050927AP_SK_05266_05287.bsp,CASSINI,2005-09-23 11:58:56.000,2005-10-14 11:58:56.000,2005-09-27 10:12:44.000
051006AP_PE_05279_05287.bsp,CASSINI,2005-10-06 11:58:56.000,2005-10-14 11:58:56.000,2005-10-06 16:12:55.000
051006AP_SE_05279_05287.bsp,CASSINI,2005-10-06 11:58:56.000,2005-10-14 11:58:56.000,2005-10-06 16:12:55.000
051006BP_SCPSE_05279_05287.bsp,CASSINI,2005-10-06 11:58:56.000,2005-10-14 11:58:56.000,2005-10-06 16:12:53.000
051006BP_SK_05279_05287.bsp,CASSINI,2005-10-06 11:58:56.000,2005-10-14 11:58:56.000,2005-10-06 16:12:54.000
051010AP_PE_05281_05304.bsp,CASSINI,2005-10-08 11:58:56.000,2005-10-31 04:15:25.000,2005-10-10 13:17:12.000
051010AP_SCPSE_05281_05304.bsp,CASSINI,2005-10-08 11:58:56.000,2005-10-31 04:15:25.000,2005-10-10 13:17:02.000
051010AP_SE_05281_05304.bsp,CASSINI,2005-10-08 11:58:56.000,2005-10-31 04:15:25.000,2005-10-10 13:17:12.000
051010AP_SK_05281_05304.bsp,CASSINI,2005-10-08 11:58:56.000,2005-10-31 04:15:25.000,2005-10-10 13:17:04.000
051011R_SCPSE_05245_05257.bsp,CASSINI,2005-09-02 00:58:56.000,2005-09-14 05:58:56.000,2005-10-10 13:10:16.000
051019AP_PE_05292_05306.bsp,CASSINI,2005-10-18 23:58:56.000,2005-11-01 23:58:56.000,2005-10-19 16:02:01.000
051019AP_SCPSE_05292_05306.bsp,CASSINI,2005-10-18 23:58:56.000,2005-11-01 23:58:56.000,2005-10-19 16:01:56.000
051019AP_SE_05292_05306.bsp,CASSINI,2005-10-18 23:58:56.000,2005-11-01 23:58:56.000,2005-10-19 16:02:01.000
051019AP_SK_05292_05306.bsp,CASSINI,2005-10-18 23:58:56.000,2005-11-01 23:58:56.000,2005-10-19 16:01:57.000
051021R_SCPSE_05257_05275.bsp,CASSINI,2005-09-14 05:58:56.000,2005-10-02 11:58:56.000,2005-10-21 12:54:00.000
051024AP_PE_05296_05306.bsp,CASSINI,2005-10-23 04:58:56.000,2005-11-01 23:58:56.000,2005-10-24 11:45:07.000
051024AP_SE_05296_05306.bsp,CASSINI,2005-10-23 04:58:56.000,2005-11-01 23:58:56.000,2005-10-24 11:45:07.000
051024BP_SCPSE_05296_05306.bsp,CASSINI,2005-10-23 04:58:56.000,2005-11-01 23:58:56.000,2005-10-24 11:45:05.000
051024BP_SK_05296_05306.bsp,CASSINI,2005-10-23 04:58:56.000,2005-11-01 23:58:56.000,2005-10-24 11:45:06.000
051030AP_PE_05300_05332.bsp,CASSINI,2005-10-26 23:58:56.000,2005-11-27 23:58:56.000,2005-10-30 16:47:13.000
051030AP_SCPSE_05300_05332.bsp,CASSINI,2005-10-26 23:58:56.000,2005-11-27 23:58:56.000,2005-10-30 16:46:57.000
051030AP_SE_05300_05332.bsp,CASSINI,2005-10-26 23:58:56.000,2005-11-27 23:58:56.000,2005-10-30 16:47:14.000
051030AP_SK_05300_05332.bsp,CASSINI,2005-10-26 23:58:56.000,2005-11-27 23:58:56.000,2005-10-30 16:47:01.000
051110AP_PE_05314_05333.bsp,CASSINI,2005-11-10 15:59:16.000,2005-11-29 22:37:39.000,2005-11-10 16:05:13.000
051110AP_SCPSE_05314_05333.bsp,CASSINI,2005-11-10 15:59:16.000,2005-11-29 22:37:39.000,2005-11-10 16:05:07.000
051110AP_SE_05314_05333.bsp,CASSINI,2005-11-10 15:59:16.000,2005-11-29 22:37:39.000,2005-11-10 16:05:13.000
051110AP_SK_05314_05333.bsp,CASSINI,2005-11-10 15:59:16.000,2005-11-29 22:37:39.000,2005-11-10 16:05:09.000
051114R_SCPSE_05275_05293.bsp,CASSINI,2005-10-02 11:58:56.000,2005-10-20 05:58:56.000,2005-11-14 10:44:01.000
051122AP_PE_05326_05333.bsp,CASSINI,2005-11-22 11:29:02.000,2005-11-29 22:37:39.000,2005-11-22 11:35:42.000
051122AP_SCPSE_05326_05333.bsp,CASSINI,2005-11-22 11:29:02.000,2005-11-29 22:37:39.000,2005-11-22 11:35:40.000
051122AP_SE_05326_05333.bsp,CASSINI,2005-11-22 11:29:02.000,2005-11-29 22:37:39.000,2005-11-22 11:35:42.000
051122AP_SK_05326_05333.bsp,CASSINI,2005-11-22 11:29:02.000,2005-11-29 22:37:39.000,2005-11-22 11:35:40.000
051127AP_PE_05326_05363.bsp,CASSINI,2005-11-22 11:58:56.000,2005-12-29 18:59:30.000,2005-11-27 05:32:54.000
051127AP_SCPSE_05326_05363.bsp,CASSINI,2005-11-22 11:58:56.000,2005-12-29 18:59:30.000,2005-11-27 05:32:43.000
051127AP_SE_05326_05363.bsp,CASSINI,2005-11-22 11:58:56.000,2005-12-29 18:59:30.000,2005-11-27 05:32:54.000
051127AP_SK_05326_05363.bsp,CASSINI,2005-11-22 11:58:56.000,2005-12-29 18:59:30.000,2005-11-27 05:32:45.000
051208AP_PE_05344_05363.bsp,CASSINI,2005-12-10 11:33:56.000,2005-12-29 18:59:30.000,2005-12-08 14:05:36.000
051208AP_SE_05344_05363.bsp,CASSINI,2005-12-10 11:33:56.000,2005-12-29 18:59:30.000,2005-12-08 14:05:36.000
051208BP_SCPSE_05344_05363.bsp,CASSINI,2005-12-10 11:33:56.000,2005-12-29 18:59:30.000,2005-12-08 14:05:33.000
051208BP_SK_05344_05363.bsp,CASSINI,2005-12-10 11:33:56.000,2005-12-29 18:59:30.000,2005-12-08 14:05:35.000
051212AP_RE_90165_14363.bsp,CASSINI-SUPER,2090-06-15 00:00:00.000,2014-12-30 00:00:00.000,2005-12-12 00:00:00.000
051213R_SCPSE_05293_05320.bsp,CASSINI,2005-10-20 05:58:56.000,2005-11-16 05:58:56.000,2005-12-13 13:00:00.000
051219AP_PE_05355_05363.bsp,CASSINI,2005-12-21 11:58:56.000,2005-12-29 18:59:30.000,2005-12-19 12:53:30.000
051219AP_SE_05355_05363.bsp,CASSINI,2005-12-21 11:58:56.000,2005-12-29 18:59:30.000,2005-12-19 12:53:30.000
051219BP_SCPSE_05355_05363.bsp,CASSINI,2005-12-21 11:58:56.000,2005-12-29 18:59:30.000,2005-12-19 12:53:28.000
051219BP_SK_05355_05363.bsp,CASSINI,2005-12-21 11:58:56.000,2005-12-29 18:59:30.000,2005-12-19 12:53:29.000
051228AP_PE_05355_06019.bsp,CASSINI,2005-12-21 11:58:56.000,2006-01-19 11:58:55.000,2005-12-28 13:33:09.000
051228AP_SCPSE_05355_06019.bsp,CASSINI,2005-12-21 11:58:56.000,2006-01-19 11:58:55.000,2005-12-28 13:33:01.000
051228AP_SE_05355_06019.bsp,CASSINI,2005-12-21 11:58:56.000,2006-01-19 11:58:55.000,2005-12-28 13:33:09.000
051228AP_SK_05355_06019.bsp,CASSINI,2005-12-21 11:58:56.000,2006-01-19 11:58:55.000,2005-12-28 13:33:03.000
060109AP_PE_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:09.000
060109AP_SCPSE_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:06.000
060109AP_SE_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:09.000
060109AP_SK_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:07.000
060109BP_SCPSE_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:08.000
060109BP_SK_06009_06019.bsp,CASSINI,2006-01-09 11:24:58.000,2006-01-19 11:58:55.000,2006-01-09 11:30:09.000
060111R_SCPSE_05320_05348.bsp,CASSINI,2005-11-16 05:58:56.000,2005-12-14 05:58:56.000,2006-01-11 14:00:18.000
060117AP_PE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-17 09:01:27.000
060117AP_SE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-17 09:01:27.000
060117BP_SCPSE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-17 09:01:20.000
060117BP_SK_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-17 09:01:23.000
060131AP_PE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-31 13:21:44.000
060131AP_SCPSE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-31 13:21:21.000
060131AP_SE_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-31 13:21:44.000
060131AP_SK_06013_06061.bsp,CASSINI,2006-01-13 11:58:55.000,2006-03-02 08:25:18.000,2006-01-31 13:21:26.000
060213R_SCPSE_05348_06005.bsp,CASSINI,2005-12-14 05:58:56.000,2006-01-05 05:58:55.000,2006-02-13 13:53:27.000
060222AP_IRRE_00256_14363.bsp,CASSINI-SUPER,2000-09-13 00:00:00.000,2014-12-30 00:00:00.000,2006-02-22 00:00:00.000
060222AP_PE_06052_06062.bsp,CASSINI,2006-02-21 11:58:55.000,2006-03-02 23:58:55.000,2006-02-22 13:01:35.000
060222AP_SE_06052_06062.bsp,CASSINI,2006-02-21 11:58:55.000,2006-03-02 23:58:55.000,2006-02-22 13:01:35.000
060222BP_SCPSE_06052_06062.bsp,CASSINI,2006-02-21 11:58:55.000,2006-03-02 23:58:55.000,2006-02-22 13:01:33.000
060222BP_SK_06052_06062.bsp,CASSINI,2006-02-21 11:58:55.000,2006-03-02 23:58:55.000,2006-02-22 13:01:34.000
060301AP_PE_06060_06081.bsp,CASSINI,2006-03-01 11:58:55.000,2006-03-22 00:05:56.000,2006-03-01 08:07:56.000
060301AP_SCPSE_06060_06081.bsp,CASSINI,2006-03-01 11:58:55.000,2006-03-22 00:05:56.000,2006-03-01 08:07:49.000
060301AP_SE_06060_06081.bsp,CASSINI,2006-03-01 11:58:55.000,2006-03-22 00:05:56.000,2006-03-01 08:07:56.000
060301AP_SK_06060_06081.bsp,CASSINI,2006-03-01 11:58:55.000,2006-03-22 00:05:56.000,2006-03-01 08:07:51.000
060310AP_PE_06069_06083.bsp,CASSINI,2006-03-10 13:01:05.000,2006-03-24 11:58:55.000,2006-03-10 13:06:41.000
060310AP_SE_06069_06083.bsp,CASSINI,2006-03-10 13:01:05.000,2006-03-24 11:58:55.000,2006-03-10 13:06:41.000
060310BP_SCPSE_06069_06083.bsp,CASSINI,2006-03-10 13:01:05.000,2006-03-24 11:58:55.000,2006-03-10 13:06:38.000
060310BP_SK_06069_06083.bsp,CASSINI,2006-03-10 13:01:05.000,2006-03-24 11:58:55.000,2006-03-10 13:06:39.000
060314AP_PE_06073_06083.bsp,CASSINI,2006-03-14 12:01:22.000,2006-03-24 11:58:55.000,2006-03-14 12:08:15.000
060314AP_SE_06073_06083.bsp,CASSINI,2006-03-14 12:01:22.000,2006-03-24 11:58:55.000,2006-03-14 12:08:15.000
060314BP_SCPSE_06073_06083.bsp,CASSINI,2006-03-14 12:01:22.000,2006-03-24 11:58:55.000,2006-03-14 12:08:13.000
060314BP_SK_06073_06083.bsp,CASSINI,2006-03-14 12:01:22.000,2006-03-24 11:58:55.000,2006-03-14 12:08:14.000
060320AP_PE_06080_06123.bsp,CASSINI,2006-03-20 23:58:55.000,2006-05-03 20:58:14.000,2006-03-20 19:25:10.000
060320AP_SCPSE_06080_06123.bsp,CASSINI,2006-03-20 23:58:55.000,2006-05-03 20:58:14.000,2006-03-20 19:24:57.000
060320AP_SE_06080_06123.bsp,CASSINI,2006-03-20 23:58:55.000,2006-05-03 20:58:14.000,2006-03-20 19:25:10.000
060320AP_SK_06080_06123.bsp,CASSINI,2006-03-20 23:58:55.000,2006-05-03 20:58:14.000,2006-03-20 19:25:00.000
060321R_SCPSE_06005_06036.bsp,CASSINI,2006-01-05 05:58:55.000,2006-02-05 05:58:55.000,2006-03-21 07:41:08.000
060323AP_PE_06082_08222.bsp,CASSINI,2006-03-22 23:58:55.000,2008-08-08 23:58:55.000,2006-03-14 09:33:22.000
060323AP_SCPSE_06082_08222.bsp,CASSINI,2006-03-22 23:58:55.000,2008-08-08 23:58:55.000,2006-03-14 09:37:42.000
060323AP_SE_06082_08222.bsp,CASSINI,2006-03-22 23:58:55.000,2008-08-08 23:58:55.000,2006-03-14 09:33:20.000
060323AP_SK_06082_08222.bsp,CASSINI,2006-03-22 23:58:55.000,2008-08-08 23:58:55.000,2006-03-14 09:37:40.000
060404AP_PE_06094_06123.bsp,CASSINI,2006-04-04 13:22:50.000,2006-05-03 20:58:14.000,2006-04-04 13:31:09.000
060404AP_SCPSE_06094_06123.bsp,CASSINI,2006-04-04 13:22:50.000,2006-05-03 20:58:14.000,2006-04-04 13:31:01.000
060404AP_SE_06094_06123.bsp,CASSINI,2006-04-04 13:22:50.000,2006-05-03 20:58:14.000,2006-04-04 13:31:10.000
060404AP_SK_06094_06123.bsp,CASSINI,2006-04-04 13:22:50.000,2006-05-03 20:58:14.000,2006-04-04 13:31:03.000
060417R_SCPSE_06036_06068.bsp,CASSINI,2006-02-05 05:58:55.000,2006-03-09 11:58:55.000,2006-04-17 11:04:27.000
060425AP_PE_06115_06124.bsp,CASSINI,2006-04-25 14:57:20.000,2006-05-04 20:56:55.000,2006-04-25 15:05:27.000
060425AP_SCPSE_06115_06124.bsp,CASSINI,2006-04-25 14:57:20.000,2006-05-04 20:56:55.000,2006-04-25 15:05:24.000
060425AP_SE_06115_06124.bsp,CASSINI,2006-04-25 14:57:20.000,2006-05-04 20:56:55.000,2006-04-25 15:05:27.000
060425AP_SK_06115_06124.bsp,CASSINI,2006-04-25 14:57:20.000,2006-05-04 20:56:55.000,2006-04-25 15:05:25.000
060503AP_PE_06118_06143.bsp,CASSINI,2006-04-27 23:59:10.000,2006-05-23 12:18:11.000,2006-05-03 01:04:17.000
060503AP_SCPSE_06118_06143.bsp,CASSINI,2006-04-27 23:59:10.000,2006-05-23 12:18:11.000,2006-05-03 01:04:03.000
060503AP_SE_06118_06143.bsp,CASSINI,2006-04-27 23:59:10.000,2006-05-23 12:18:11.000,2006-05-03 01:04:17.000
060503AP_SK_06118_06143.bsp,CASSINI,2006-04-27 23:59:10.000,2006-05-23 12:18:11.000,2006-05-03 01:04:06.000
060515R_SCPSE_06068_06099.bsp,CASSINI,2006-03-09 11:58:55.000,2006-04-09 11:58:55.000,2006-05-15 09:21:13.000
060516AP_PE_06136_06145.bsp,CASSINI,2006-05-16 12:26:14.000,2006-05-24 23:58:55.000,2006-05-16 12:32:52.000
060516AP_SCPSE_06136_06145.bsp,CASSINI,2006-05-16 12:26:14.000,2006-05-24 23:58:55.000,2006-05-16 12:32:47.000
060516AP_SE_06136_06145.bsp,CASSINI,2006-05-16 12:26:14.000,2006-05-24 23:58:55.000,2006-05-16 12:32:52.000
060516AP_SK_06136_06145.bsp,CASSINI,2006-05-16 12:26:14.000,2006-05-24 23:58:55.000,2006-05-16 12:32:49.000
060522AP_PE_06139_06186.bsp,CASSINI,2006-05-19 12:18:11.000,2006-07-05 09:20:47.000,2006-05-22 17:54:17.000
060522AP_SE_06139_06186.bsp,CASSINI,2006-05-19 12:18:11.000,2006-07-05 09:20:47.000,2006-05-22 17:54:17.000
